Data,Produto,Quantidade Vendida,Preço Unitário,Total de Vendas,Lucro,Despesas,Promoções,Categoria
08/07/2023,Passeio Pão de Açúcar (Carro),2,771.17,1542.34,923.52,618.82,Não,Passeios Locais
08/07/2023,Tour Petrópolis (Carro),3,727.6,2182.8,1288.87,893.93,Não,Viagens Longas
08/07/2023,Translado Aeroporto Santos Dumont,3,1321.76,3965.28,2887.73,1077.55,Sim,Translados
08/07/2023,Translado Aeroporto Santos Dumont,1,1374.19,1374.19,1023.87,350.32,Sim,Translados
08/07/2023,Aluguel Van Corporativa,3,1360.26,4080.78,2707.23,1373.55,Não,Serviço Privado
08/07/2023,Tour Búzios (Van),2,666.06,1332.12,983.36,348.76,Sim,Viagens Longas
09/07/2023,Passeio Cristo Redentor (Carro),2,840.05,1680.1,1120.33,559.77,Sim,Passeios Locais
09/07/2023,Tour Arraial do Cabo (Van),3,1270.23,3810.69,2771.06,1039.63,Não,Viagens Longas
09/07/2023,Tour Arraial do Cabo (Van),2,270.61,541.22,374.14,167.08,Não,Viagens Longas
09/07/2023,Passeio Pão de Açúcar (Carro),3,1054.18,3162.54,2349.14,813.4,Não,Passeios Locais
09/07/2023,Translado Aeroporto Santos Dumont,1,387.21,387.21,288.62,98.59,Sim,Translados
09/07/2023,Translado Aeroporto Galeão,1,1144.61,1144.61,828.19,316.42,Não,Translados
10/07/2023,Passeio Cristo Redentor (Carro),2,1109.8,2219.6,1655.91,563.69,Sim,Passeios Locais
10/07/2023,Passeio Pão de Açúcar (Carro),1,296.02,296.02,176.88,119.14,Não,Passeios Locais
10/07/2023,Translado Aeroporto Santos Dumont,2,513.26,1026.52,663.04,363.48,Não,Translados
10/07/2023,Translado Aeroporto Santos Dumont,2,1191.71,2383.42,1620.3,763.12,Não,Translados
11/07/2023,Passeio Pão de Açúcar (Carro),1,992.78,992.78,673.24,319.54,Não,Passeios Locais
11/07/2023,Tour Petrópolis (Carro),2,336.53,673.06,375.84,297.22,Sim,Viagens Longas
11/07/2023,Tour Petrópolis (Carro),1,589.37,589.37,409.19,180.18,Não,Viagens Longas
11/07/2023,Tour Petrópolis (Carro),2,1002.07,2004.14,1193.69,810.45,Não,Viagens Longas
11/07/2023,Tour Petrópolis (Carro),2,1079.11,2158.22,1400.82,757.4,Sim,Viagens Longas
11/07/2023,Passeio Cristo Redentor (Carro),3,825.52,2476.56,1851.09,625.47,Sim,Passeios Locais
11/07/2023,Passeio Cristo Redentor (Carro),2,993.34,1986.68,1153.73,832.95,Não,Passeios Locais
12/07/2023,Passeio Pão de Açúcar (Carro),2,532.98,1065.96,632.21,433.75,Não,Passeios Locais
12/07/2023,Passeio Cristo Redentor (Carro),3,384.2,1152.6,840.91,311.69,Não,Passeios Locais
12/07/2023,City Tour Completo (Van),3,1386.83,4160.49,2895.43,1265.06,Não,City Tour
13/07/2023,Translado Aeroporto Galeão,1,532.31,532.31,341.74,190.57,Não,Translados
13/07/2023,Translado Aeroporto Santos Dumont,2,410.08,820.16,529.77,290.39,Sim,Translados
13/07/2023,Tour Búzios (Van),2,206.74,413.48,245.77,167.71,Não,Viagens Longas
13/07/2023,Aluguel Van Corporativa,3,563.14,1689.42,967.8,721.62,Sim,Serviço Privado
13/07/2023,Tour Búzios (Van),3,1022.62,3067.86,1813.37,1254.49,Sim,Viagens Longas
13/07/2023,Tour Arraial do Cabo (Van),3,687.32,2061.96,1344.24,717.72,Sim,Viagens Longas
13/07/2023,City Tour Completo (Van),1,664.75,664.75,412.23,252.52,Não,City Tour
13/07/2023,Tour Búzios (Van),1,1111.21,1111.21,624.76,486.45,Não,Viagens Longas
14/07/2023,Translado Aeroporto Galeão,1,711.98,711.98,505.72,206.26,Não,Translados
14/07/2023,City Tour Completo (Van),2,1157.27,2314.54,1630.15,684.39,Sim,City Tour
14/07/2023,Passeio Pão de Açúcar (Carro),1,1316.86,1316.86,965.33,351.53,Não,Passeios Locais
14/07/2023,Translado Aeroporto Santos Dumont,2,730.55,1461.1,851.46,609.64,Não,Translados
14/07/2023,Tour Arraial do Cabo (Van),1,661.95,661.95,449.21,212.74,Sim,Viagens Longas
14/07/2023,Aluguel Van Corporativa,1,1179.25,1179.25,810.95,368.3,Sim,Serviço Privado
14/07/2023,Tour Petrópolis (Carro),2,1491.92,2983.84,2069.74,914.1,Sim,Viagens Longas
14/07/2023,Tour Búzios (Van),3,1476.94,4430.82,3275.65,1155.17,Sim,Viagens Longas
15/07/2023,Tour Búzios (Van),2,549.3,1098.6,793.44,305.16,Sim,Viagens Longas
15/07/2023,Passeio Cristo Redentor (Carro),2,1054.13,2108.26,1394.34,713.92,Não,Passeios Locais
15/07/2023,Passeio Pão de Açúcar (Carro),3,1285.54,3856.62,2473.45,1383.17,Sim,Passeios Locais
15/07/2023,Passeio Pão de Açúcar (Carro),1,654.88,654.88,466.91,187.97,Não,Passeios Locais
15/07/2023,City Tour Completo (Van),3,1056.24,3168.72,1818.1,1350.62,Sim,City Tour
15/07/2023,Tour Petrópolis (Carro),1,763.81,763.81,481.74,282.07,Não,Viagens Longas
15/07/2023,Tour Petrópolis (Carro),2,1458.89,2917.78,1675.79,1241.99,Não,Viagens Longas
15/07/2023,Passeio Pão de Açúcar (Carro),3,1039.81,3119.43,2164.36,955.07,Não,Passeios Locais
16/07/2023,Tour Búzios (Van),2,1269.78,2539.56,1899.02,640.54,Sim,Viagens Longas
16/07/2023,Tour Arraial do Cabo (Van),2,1306.13,2612.26,1743.86,868.4,Não,Viagens Longas
16/07/2023,Aluguel Van Corporativa,2,1331.21,2662.42,1953.19,709.23,Sim,Serviço Privado
16/07/2023,Tour Búzios (Van),1,1034.05,1034.05,624.93,409.12,Não,Viagens Longas
16/07/2023,Tour Petrópolis (Carro),1,879.65,879.65,488.79,390.86,Sim,Viagens Longas
16/07/2023,Passeio Cristo Redentor (Carro),1,657.51,657.51,392.17,265.34,Não,Passeios Locais
16/07/2023,Aluguel Carro Executivo,2,399.39,798.78,536.78,262.0,Sim,Serviço Privado
16/07/2023,Translado Aeroporto Galeão,3,1012.72,3038.16,1707.75,1330.41,Não,Translados
17/07/2023,Translado Aeroporto Santos Dumont,3,823.27,2469.81,1470.88,998.93,Sim,Translados
17/07/2023,Tour Petrópolis (Carro),2,429.9,859.8,574.41,285.39,Sim,Viagens Longas
17/07/2023,Translado Aeroporto Galeão,2,687.19,1374.38,889.51,484.87,Sim,Translados
17/07/2023,Tour Búzios (Van),2,242.19,484.38,270.33,214.05,Sim,Viagens Longas
18/07/2023,City Tour Completo (Van),1,898.74,898.74,550.47,348.27,Não,City Tour
18/07/2023,Tour Petrópolis (Carro),2,524.35,1048.7,646.67,402.03,Não,Viagens Longas
18/07/2023,City Tour Completo (Van),3,927.85,2783.55,1753.71,1029.84,Não,City Tour
18/07/2023,Translado Aeroporto Galeão,1,1291.48,1291.48,731.22,560.26,Sim,Translados
18/07/2023,Passeio Cristo Redentor (Carro),1,311.99,311.99,218.52,93.47,Sim,Passeios Locais
18/07/2023,Passeio Pão de Açúcar (Carro),3,734.88,2204.64,1316.52,888.12,Não,Passeios Locais
18/07/2023,Passeio Pão de Açúcar (Carro),1,474.75,474.75,288.18,186.57,Não,Passeios Locais
19/07/2023,Passeio Cristo Redentor (Carro),1,683.47,683.47,438.03,245.44,Não,Passeios Locais
19/07/2023,Passeio Cristo Redentor (Carro),3,286.27,858.81,580.09,278.72,Não,Passeios Locais
19/07/2023,Passeio Cristo Redentor (Carro),2,269.7,539.4,361.82,177.58,Não,Passeios Locais
19/07/2023,Tour Búzios (Van),2,1463.04,2926.08,2087.68,838.4,Não,Viagens Longas
19/07/2023,Passeio Cristo Redentor (Carro),3,768.27,2304.81,1431.07,873.74,Sim,Passeios Locais
19/07/2023,Tour Búzios (Van),1,659.14,659.14,414.11,245.03,Não,Viagens Longas
20/07/2023,Aluguel Carro Executivo,2,1373.42,2746.84,1745.31,1001.53,Sim,Serviço Privado
20/07/2023,City Tour Completo (Van),3,1111.86,3335.58,2239.55,1096.03,Não,City Tour
20/07/2023,Aluguel Van Corporativa,2,1033.58,2067.16,1344.09,723.07,Sim,Serviço Privado
20/07/2023,Aluguel Van Corporativa,3,399.07,1197.21,762.2,435.01,Não,Serviço Privado
20/07/2023,Translado Aeroporto Galeão,2,717.03,1434.06,888.03,546.03,Sim,Translados
21/07/2023,Tour Búzios (Van),2,871.63,1743.26,970.21,773.05,Não,Viagens Longas
21/07/2023,Tour Petrópolis (Carro),3,619.84,1859.52,1186.64,672.88,Não,Viagens Longas
21/07/2023,Aluguel Van Corporativa,1,1313.62,1313.62,829.3,484.32,Sim,Serviço Privado
21/07/2023,Tour Búzios (Van),2,401.02,802.04,586.23,215.81,Sim,Viagens Longas
21/07/2023,Tour Arraial do Cabo (Van),2,1192.55,2385.1,1355.67,1029.43,Sim,Viagens Longas
21/07/2023,Translado Aeroporto Santos Dumont,1,368.56,368.56,238.45,130.11,Sim,Translados
21/07/2023,City Tour Completo (Van),1,533.55,533.55,368.23,165.32,Não,City Tour
21/07/2023,Aluguel Carro Executivo,3,416.57,1249.71,775.86,473.85,Não,Serviço Privado
22/07/2023,Translado Aeroporto Galeão,2,160.41,320.82,210.97,109.85,Sim,Translados
22/07/2023,Aluguel Carro Executivo,3,966.71,2900.13,2055.09,845.04,Sim,Serviço Privado
22/07/2023,Translado Aeroporto Galeão,3,239.17,717.51,528.75,188.76,Não,Translados
22/07/2023,Tour Arraial do Cabo (Van),3,698.78,2096.34,1545.99,550.35,Não,Viagens Longas
22/07/2023,Passeio Cristo Redentor (Carro),1,356.48,356.48,221.99,134.49,Não,Passeios Locais
23/07/2023,Passeio Cristo Redentor (Carro),3,1360.73,4082.19,2855.27,1226.92,Não,Passeios Locais
23/07/2023,Tour Búzios (Van),1,1165.75,1165.75,708.77,456.98,Não,Viagens Longas
23/07/2023,Aluguel Van Corporativa,2,1360.07,2720.14,1579.88,1140.26,Não,Serviço Privado
23/07/2023,City Tour Completo (Van),2,622.24,1244.48,816.33,428.15,Não,City Tour
24/07/2023,City Tour Completo (Van),2,1351.51,2703.02,1497.45,1205.57,Sim,City Tour
24/07/2023,Tour Petrópolis (Carro),1,1464.12,1464.12,944.03,520.09,Sim,Viagens Longas
24/07/2023,Translado Aeroporto Galeão,2,1125.4,2250.8,1655.22,595.58,Sim,Translados
24/07/2023,Tour Búzios (Van),2,1065.33,2130.66,1425.66,705.0,Sim,Viagens Longas
24/07/2023,Tour Arraial do Cabo (Van),2,546.42,1092.84,770.57,322.27,Sim,Viagens Longas
24/07/2023,Tour Petrópolis (Carro),2,1291.15,2582.3,1834.09,748.21,Sim,Viagens Longas
24/07/2023,Tour Petrópolis (Carro),2,347.93,695.86,476.34,219.52,Sim,Viagens Longas
24/07/2023,Tour Arraial do Cabo (Van),3,711.21,2133.63,1524.87,608.76,Não,Viagens Longas
25/07/2023,Tour Arraial do Cabo (Van),2,1288.53,2577.06,1884.85,692.21,Não,Viagens Longas
25/07/2023,Translado Aeroporto Galeão,2,610.1,1220.2,696.6,523.6,Sim,Translados
25/07/2023,Translado Aeroporto Galeão,1,854.45,854.45,630.47,223.98,Não,Translados
25/07/2023,Passeio Cristo Redentor (Carro),2,1190.23,2380.46,1334.43,1046.03,Não,Passeios Locais
25/07/2023,Passeio Cristo Redentor (Carro),1,743.28,743.28,459.43,283.85,Não,Passeios Locais
25/07/2023,Passeio Cristo Redentor (Carro),3,1431.3,4293.9,2797.6,1496.3,Sim,Passeios Locais
25/07/2023,Passeio Cristo Redentor (Carro),2,706.7,1413.4,780.26,633.14,Não,Passeios Locais
26/07/2023,Tour Petrópolis (Carro),1,237.72,237.72,174.61,63.11,Não,Viagens Longas
26/07/2023,Translado Aeroporto Galeão,2,1174.39,2348.78,1576.71,772.07,Não,Translados
26/07/2023,Passeio Pão de Açúcar (Carro),2,331.83,663.66,465.66,198.0,Não,Passeios Locais
26/07/2023,Translado Aeroporto Galeão,1,937.9,937.9,620.76,317.14,Sim,Translados
26/07/2023,Translado Aeroporto Galeão,1,477.81,477.81,283.89,193.92,Sim,Translados
26/07/2023,Aluguel Carro Executivo,2,189.77,379.54,225.33,154.21,Sim,Serviço Privado
27/07/2023,Aluguel Van Corporativa,3,1328.49,3985.47,2296.09,1689.38,Não,Serviço Privado
27/07/2023,Tour Petrópolis (Carro),1,1414.03,1414.03,1054.98,359.05,Sim,Viagens Longas
27/07/2023,Tour Petrópolis (Carro),3,1072.67,3218.01,2360.34,857.67,Não,Viagens Longas
27/07/2023,Tour Arraial do Cabo (Van),1,285.73,285.73,209.91,75.82,Não,Viagens Longas
27/07/2023,Passeio Cristo Redentor (Carro),2,816.77,1633.54,969.0,664.54,Sim,Passeios Locais
27/07/2023,Translado Aeroporto Galeão,3,177.29,531.87,362.6,169.27,Não,Translados
27/07/2023,Translado Aeroporto Santos Dumont,1,371.23,371.23,255.76,115.47,Sim,Translados
28/07/2023,Aluguel Van Corporativa,3,502.44,1507.32,1018.7,488.62,Não,Serviço Privado
28/07/2023,Aluguel Carro Executivo,1,750.41,750.41,480.07,270.34,Não,Serviço Privado
28/07/2023,Tour Búzios (Van),1,1206.92,1206.92,873.5,333.42,Sim,Viagens Longas
28/07/2023,Passeio Cristo Redentor (Carro),1,1390.3,1390.3,840.93,549.37,Não,Passeios Locais
28/07/2023,Translado Aeroporto Santos Dumont,1,654.22,654.22,427.49,226.73,Não,Translados
29/07/2023,Tour Petrópolis (Carro),3,1327.01,3981.03,2498.44,1482.59,Sim,Viagens Longas
29/07/2023,Passeio Pão de Açúcar (Carro),3,415.78,1247.34,846.7,400.64,Sim,Passeios Locais
29/07/2023,Aluguel Van Corporativa,2,694.89,1389.78,917.5,472.28,Sim,Serviço Privado
30/07/2023,Tour Búzios (Van),2,1150.46,2300.92,1493.76,807.16,Sim,Viagens Longas
30/07/2023,Tour Búzios (Van),3,553.74,1661.22,1192.14,469.08,Não,Viagens Longas
30/07/2023,Tour Arraial do Cabo (Van),3,1195.55,3586.65,2050.09,1536.56,Não,Viagens Longas
30/07/2023,Passeio Cristo Redentor (Carro),1,756.27,756.27,549.25,207.02,Sim,Passeios Locais
31/07/2023,Translado Aeroporto Santos Dumont,2,422.61,845.22,581.61,263.61,Não,Translados
31/07/2023,Translado Aeroporto Santos Dumont,2,754.88,1509.76,903.09,606.67,Sim,Translados
31/07/2023,Aluguel Carro Executivo,3,1041.83,3125.49,2048.57,1076.92,Não,Serviço Privado
31/07/2023,Translado Aeroporto Santos Dumont,3,1275.43,3826.29,2315.03,1511.26,Sim,Translados
31/07/2023,Tour Arraial do Cabo (Van),3,975.92,2927.76,2017.26,910.5,Sim,Viagens Longas
31/07/2023,Passeio Cristo Redentor (Carro),3,565.83,1697.49,1115.34,582.15,Sim,Passeios Locais
31/07/2023,Passeio Pão de Açúcar (Carro),2,950.87,1901.74,1113.72,788.02,Sim,Passeios Locais
31/07/2023,Tour Búzios (Van),2,746.05,1492.1,888.33,603.77,Sim,Viagens Longas
01/08/2023,Passeio Pão de Açúcar (Carro),1,1120.98,1120.98,705.38,415.6,Não,Passeios Locais
01/08/2023,Tour Búzios (Van),2,1492.44,2984.88,2222.98,761.9,Não,Viagens Longas
01/08/2023,City Tour Completo (Van),1,924.84,924.84,644.66,280.18,Não,City Tour
02/08/2023,City Tour Completo (Van),1,1352.73,1352.73,881.11,471.62,Sim,City Tour
02/08/2023,Tour Búzios (Van),2,1240.83,2481.66,1680.38,801.28,Sim,Viagens Longas
02/08/2023,Tour Arraial do Cabo (Van),1,995.81,995.81,654.22,341.59,Sim,Viagens Longas
02/08/2023,City Tour Completo (Van),2,933.92,1867.84,1310.33,557.51,Sim,City Tour
02/08/2023,Tour Petrópolis (Carro),3,1004.76,3014.28,2067.77,946.51,Não,Viagens Longas
03/08/2023,City Tour Completo (Van),2,1393.54,2787.08,1798.85,988.23,Não,City Tour
03/08/2023,Translado Aeroporto Santos Dumont,1,1014.78,1014.78,607.96,406.82,Sim,Translados
03/08/2023,Passeio Pão de Açúcar (Carro),2,1370.0,2740.0,1778.61,961.39,Não,Passeios Locais
03/08/2023,Aluguel Carro Executivo,3,1476.28,4428.84,3230.53,1198.31,Não,Serviço Privado
04/08/2023,Translado Aeroporto Galeão,3,895.36,2686.08,1510.77,1175.31,Sim,Translados
04/08/2023,Tour Búzios (Van),1,473.28,473.28,343.08,130.2,Não,Viagens Longas
04/08/2023,Passeio Cristo Redentor (Carro),2,745.48,1490.96,1024.55,466.41,Não,Passeios Locais
04/08/2023,Aluguel Carro Executivo,3,1219.59,3658.77,2607.05,1051.72,Não,Serviço Privado
04/08/2023,City Tour Completo (Van),3,414.21,1242.63,706.61,536.02,Não,City Tour
04/08/2023,Aluguel Van Corporativa,1,245.61,245.61,153.98,91.63,Não,Serviço Privado
05/08/2023,Tour Petrópolis (Carro),1,236.55,236.55,148.26,88.29,Sim,Viagens Longas
05/08/2023,Aluguel Van Corporativa,3,930.31,2790.93,1663.82,1127.11,Não,Serviço Privado
05/08/2023,Tour Arraial do Cabo (Van),3,1353.94,4061.82,2592.44,1469.38,Não,Viagens Longas
05/08/2023,Passeio Pão de Açúcar (Carro),2,219.92,439.84,275.57,164.27,Sim,Passeios Locais
05/08/2023,Translado Aeroporto Galeão,2,346.37,692.74,384.38,308.36,Sim,Translados
05/08/2023,Passeio Pão de Açúcar (Carro),3,198.22,594.66,439.04,155.62,Não,Passeios Locais
05/08/2023,Tour Búzios (Van),2,222.84,445.68,263.64,182.04,Não,Viagens Longas
06/08/2023,Translado Aeroporto Santos Dumont,3,974.98,2924.94,1728.07,1196.87,Sim,Translados
06/08/2023,Passeio Pão de Açúcar (Carro),2,243.51,487.02,312.76,174.26,Não,Passeios Locais
06/08/2023,Tour Arraial do Cabo (Van),3,864.12,2592.36,1637.46,954.9,Não,Viagens Longas
06/08/2023,Tour Petrópolis (Carro),2,344.19,688.38,495.88,192.5,Não,Viagens Longas
06/08/2023,City Tour Completo (Van),3,738.03,2214.09,1242.77,971.32,Não,City Tour
06/08/2023,Aluguel Van Corporativa,3,1443.4,4330.2,2891.07,1439.13,Sim,Serviço Privado
06/08/2023,Aluguel Carro Executivo,1,655.04,655.04,375.29,279.75,Sim,Serviço Privado
07/08/2023,Translado Aeroporto Galeão,2,559.61,1119.22,630.24,488.98,Sim,Translados
07/08/2023,Passeio Cristo Redentor (Carro),3,387.74,1163.22,690.45,472.77,Sim,Passeios Locais
07/08/2023,Tour Búzios (Van),1,181.66,181.66,117.73,63.93,Não,Viagens Longas
07/08/2023,City Tour Completo (Van),2,297.65,595.3,441.26,154.04,Sim,City Tour
07/08/2023,Tour Petrópolis (Carro),3,976.62,2929.86,2137.88,791.98,Não,Viagens Longas
08/08/2023,Aluguel Carro Executivo,3,1332.26,3996.78,2515.6,1481.18,Sim,Serviço Privado
08/08/2023,Passeio Cristo Redentor (Carro),1,1470.88,1470.88,938.25,532.63,Sim,Passeios Locais
08/08/2023,Translado Aeroporto Santos Dumont,2,483.38,966.76,643.53,323.23,Não,Translados
08/08/2023,Aluguel Carro Executivo,2,248.92,497.84,287.83,210.01,Não,Serviço Privado
08/08/2023,Aluguel Van Corporativa,1,907.55,907.55,613.21,294.34,Não,Serviço Privado
08/08/2023,Tour Búzios (Van),1,1278.37,1278.37,863.95,414.42,Não,Viagens Longas
08/08/2023,Aluguel Carro Executivo,1,231.05,231.05,130.85,100.2,Sim,Serviço Privado
08/08/2023,Aluguel Van Corporativa,1,507.05,507.05,285.91,221.14,Não,Serviço Privado
09/08/2023,Passeio Cristo Redentor (Carro),3,428.02,1284.06,733.73,550.33,Sim,Passeios Locais
09/08/2023,Aluguel Carro Executivo,2,250.14,500.28,309.06,191.22,Não,Serviço Privado
09/08/2023,Translado Aeroporto Santos Dumont,2,501.16,1002.32,714.87,287.45,Não,Translados
09/08/2023,City Tour Completo (Van),2,248.81,497.62,365.91,131.71,Não,City Tour
09/08/2023,Tour Petrópolis (Carro),3,1054.64,3163.92,2337.19,826.73,Não,Viagens Longas
10/08/2023,Passeio Cristo Redentor (Carro),2,1268.35,2536.7,1831.19,705.51,Não,Passeios Locais
10/08/2023,Passeio Cristo Redentor (Carro),1,1046.13,1046.13,649.94,396.19,Sim,Passeios Locais
10/08/2023,Aluguel Carro Executivo,1,781.59,781.59,489.39,292.2,Não,Serviço Privado
10/08/2023,Aluguel Carro Executivo,3,258.75,776.25,438.02,338.23,Sim,Serviço Privado
10/08/2023,Aluguel Van Corporativa,1,767.08,767.08,525.53,241.55,Sim,Serviço Privado
10/08/2023,Tour Búzios (Van),2,237.4,474.8,345.97,128.83,Não,Viagens Longas
11/08/2023,Translado Aeroporto Santos Dumont,2,1465.41,2930.82,2171.19,759.63,Sim,Translados
11/08/2023,Translado Aeroporto Santos Dumont,3,229.47,688.41,415.01,273.4,Sim,Translados
11/08/2023,Translado Aeroporto Santos Dumont,2,1423.79,2847.58,1578.74,1268.84,Não,Translados
11/08/2023,Aluguel Carro Executivo,3,877.61,2632.83,1679.89,952.94,Sim,Serviço Privado
11/08/2023,Translado Aeroporto Galeão,1,376.39,376.39,235.74,140.65,Não,Translados
11/08/2023,Tour Arraial do Cabo (Van),1,1347.73,1347.73,948.23,399.5,Não,Viagens Longas
11/08/2023,Aluguel Van Corporativa,1,170.15,170.15,112.95,57.2,Não,Serviço Privado
11/08/2023,Tour Búzios (Van),3,1361.8,4085.4,2967.33,1118.07,Sim,Viagens Longas
12/08/2023,Aluguel Carro Executivo,1,747.9,747.9,421.17,326.73,Não,Serviço Privado
12/08/2023,City Tour Completo (Van),2,320.55,641.1,402.98,238.12,Não,City Tour
12/08/2023,Tour Arraial do Cabo (Van),3,1452.81,4358.43,2677.98,1680.45,Sim,Viagens Longas
12/08/2023,City Tour Completo (Van),1,1273.91,1273.91,762.61,511.3,Sim,City Tour
12/08/2023,Tour Búzios (Van),3,162.74,488.22,358.27,129.95,Não,Viagens Longas
12/08/2023,Aluguel Carro Executivo,3,478.41,1435.23,820.47,614.76,Sim,Serviço Privado
12/08/2023,City Tour Completo (Van),3,584.04,1752.12,1067.46,684.66,Não,City Tour
13/08/2023,Aluguel Van Corporativa,2,1355.91,2711.82,1946.52,765.3,Sim,Serviço Privado
13/08/2023,Translado Aeroporto Santos Dumont,1,196.21,196.21,132.17,64.04,Não,Translados
13/08/2023,Aluguel Van Corporativa,1,752.65,752.65,459.52,293.13,Não,Serviço Privado
13/08/2023,Passeio Pão de Açúcar (Carro),1,881.74,881.74,600.3,281.44,Não,Passeios Locais
14/08/2023,Tour Búzios (Van),1,927.76,927.76,652.66,275.1,Não,Viagens Longas
14/08/2023,Tour Arraial do Cabo (Van),3,294.33,882.99,495.6,387.39,Sim,Viagens Longas
14/08/2023,Translado Aeroporto Galeão,3,985.17,2955.51,2032.12,923.39,Sim,Translados
14/08/2023,Aluguel Van Corporativa,1,1304.97,1304.97,726.14,578.83,Não,Serviço Privado
14/08/2023,Tour Arraial do Cabo (Van),1,1265.95,1265.95,864.55,401.4,Não,Viagens Longas
15/08/2023,Passeio Cristo Redentor (Carro),3,987.07,2961.21,2173.5,787.71,Não,Passeios Locais
15/08/2023,Translado Aeroporto Galeão,2,622.07,1244.14,685.11,559.03,Sim,Translados
15/08/2023,Translado Aeroporto Galeão,3,379.61,1138.83,677.46,461.37,Sim,Translados
15/08/2023,Passeio Cristo Redentor (Carro),1,270.0,270.0,167.13,102.87,Sim,Passeios Locais
15/08/2023,Passeio Cristo Redentor (Carro),1,784.85,784.85,570.88,213.97,Não,Passeios Locais
15/08/2023,Tour Petrópolis (Carro),1,797.06,797.06,457.1,339.96,Não,Viagens Longas
15/08/2023,Tour Petrópolis (Carro),2,988.21,1976.42,1326.48,649.94,Não,Viagens Longas
15/08/2023,Passeio Pão de Açúcar (Carro),2,1314.46,2628.92,1822.1,806.82,Sim,Passeios Locais
16/08/2023,Tour Petrópolis (Carro),1,1209.3,1209.3,743.62,465.68,Sim,Viagens Longas
16/08/2023,Passeio Pão de Açúcar (Carro),2,925.45,1850.9,1177.68,673.22,Não,Passeios Locais
16/08/2023,Translado Aeroporto Galeão,2,1015.94,2031.88,1472.46,559.42,Sim,Translados
16/08/2023,Aluguel Carro Executivo,2,887.79,1775.58,1183.78,591.8,Não,Serviço Privado
17/08/2023,Passeio Cristo Redentor (Carro),2,869.64,1739.28,1090.79,648.49,Não,Passeios Locais
17/08/2023,Passeio Cristo Redentor (Carro),2,873.36,1746.72,1169.58,577.14,Não,Passeios Locais
17/08/2023,Tour Búzios (Van),1,570.41,570.41,396.57,173.84,Sim,Viagens Longas
17/08/2023,Passeio Pão de Açúcar (Carro),1,1085.69,1085.69,733.99,351.7,Não,Passeios Locais
17/08/2023,Passeio Cristo Redentor (Carro),2,461.58,923.16,687.08,236.08,Não,Passeios Locais
18/08/2023,Aluguel Carro Executivo,3,350.26,1050.78,638.75,412.03,Sim,Serviço Privado
18/08/2023,Translado Aeroporto Galeão,1,218.95,218.95,156.47,62.48,Não,Translados
18/08/2023,City Tour Completo (Van),3,243.24,729.72,478.44,251.28,Não,City Tour
18/08/2023,Translado Aeroporto Santos Dumont,1,751.79,751.79,529.85,221.94,Não,Translados
18/08/2023,Aluguel Carro Executivo,1,787.45,787.45,494.34,293.11,Não,Serviço Privado
18/08/2023,Aluguel Carro Executivo,1,883.34,883.34,537.13,346.21,Não,Serviço Privado
18/08/2023,Tour Arraial do Cabo (Van),2,850.84,1701.68,1122.94,578.74,Sim,Viagens Longas
19/08/2023,Translado Aeroporto Galeão,2,275.63,551.26,401.01,150.25,Não,Translados
19/08/2023,Aluguel Carro Executivo,2,527.49,1054.98,593.14,461.84,Não,Serviço Privado
19/08/2023,Tour Búzios (Van),2,251.92,503.84,370.78,133.06,Não,Viagens Longas
19/08/2023,Tour Arraial do Cabo (Van),3,658.4,1975.2,1396.06,579.14,Sim,Viagens Longas
19/08/2023,Translado Aeroporto Santos Dumont,1,467.75,467.75,277.76,189.99,Sim,Translados
20/08/2023,Aluguel Carro Executivo,3,1406.16,4218.48,3123.8,1094.68,Não,Serviço Privado
20/08/2023,Tour Búzios (Van),3,907.36,2722.08,2032.54,689.54,Não,Viagens Longas
20/08/2023,Translado Aeroporto Galeão,1,192.9,192.9,139.31,53.59,Sim,Translados
20/08/2023,Translado Aeroporto Santos Dumont,2,822.15,1644.3,1026.68,617.62,Não,Translados
21/08/2023,Tour Petrópolis (Carro),3,559.37,1678.11,1240.5,437.61,Não,Viagens Longas
21/08/2023,Tour Arraial do Cabo (Van),1,232.94,232.94,133.02,99.92,Não,Viagens Longas
21/08/2023,Translado Aeroporto Santos Dumont,2,681.52,1363.04,848.44,514.6,Sim,Translados
21/08/2023,Translado Aeroporto Santos Dumont,1,466.34,466.34,257.24,209.1,Não,Translados
21/08/2023,Tour Búzios (Van),1,402.21,402.21,270.65,131.56,Não,Viagens Longas
21/08/2023,Passeio Pão de Açúcar (Carro),3,684.14,2052.42,1536.9,515.52,Sim,Passeios Locais
22/08/2023,Tour Petrópolis (Carro),1,1313.56,1313.56,830.6,482.96,Não,Viagens Longas
22/08/2023,Aluguel Carro Executivo,1,752.32,752.32,528.35,223.97,Sim,Serviço Privado
22/08/2023,Aluguel Carro Executivo,3,1287.32,3861.96,2308.32,1553.64,Não,Serviço Privado
22/08/2023,City Tour Completo (Van),3,1379.14,4137.42,2373.38,1764.04,Não,City Tour
22/08/2023,City Tour Completo (Van),3,1106.3,3318.9,2250.45,1068.45,Sim,City Tour
22/08/2023,Aluguel Carro Executivo,2,876.5,1753.0,969.47,783.53,Não,Serviço Privado
22/08/2023,Aluguel Van Corporativa,2,416.79,833.58,623.74,209.84,Não,Serviço Privado
22/08/2023,Aluguel Van Corporativa,3,534.17,1602.51,1190.49,412.02,Não,Serviço Privado
